Article IDs,Titles,Links,Contents,Gold Labels
547,پہلا ون ڈے، آسٹریلیا نے پاکستان کو 2 وکٹوں سے شکست دیدی,https://jang.com.pk/news/1407690,پہلے ون ڈے میچ میں آسٹریلیا نے پاکستان کو وکٹوں سے شکست دی۔ میلبرن میں کھیلے میچ میں آسٹریلیا نے پاکستان خلاف ٹاس جیت کر فیلڈنگ کا فیصلہ کیا۔ آسٹریلیا نے رنز کا ہدف ویں اوور میں وکٹوں نقصان حاصل کر لیا۔ آسٹریلوی ٹیم جانب سے جوش انگلیس اسٹیو اسمتھ رنز بنا کر آؤٹ جبکہ کپتان پیٹ کمنز نے رنز ناقابل شکست اننگز کھیلی۔ پاکستان جانب سے حارث رؤف نے ، شاہین شاہ آفریدی نے جبکہ نسیم شاہ محمد حسنین نے ایک، وکٹ حاصل کی۔ پاکستان نے پہلے بیٹنگ رنز بنائے میزبان آسٹریلیا کو جیت لیے رنز کا ہدف دیا تھا۔ پاکستان وکٹ رنز گری جب مچل اسٹارک نے صائم ایوب کو رن پویلین روانہ کیا تھا جبکہ قومی ٹیم دوسری وکٹ رنز گری۔ عبداللّٰہ شفیق رنز بنا کر آؤٹ ہوئے، ان کو بھی مچل اسٹارک نے آؤٹ کیا۔ قومی ٹیم تیسری وکٹ رنز گری جب بابر اعظم رنز بنا کر ایڈم زمپا گیند آؤٹ ہوئے، پاکستان چوتھے آؤٹ ہونے کھلاڑی کامران غلام تھے، وہ بھی صرف رنز بنا کر پویلین لوٹ گئے، انہیں آسٹریلوی ٹیم کپتان پیٹ کمنز نے آؤٹ کیا۔ پاکستان پانچویں وکٹ رنز گری جب نائب کپتان سلمان علی رنز بنا کر آؤٹ جبکہ چھٹی وکٹ رنز گری، جب کپتان محمد رضوان رنز بنا کر آؤٹ ہوئے۔ قومی ٹیم ساتویں وکٹ رنز شاہین شاہ آفریدی میں گری، وہ رنز بنا کر پویلین لوٹ جبکہ پاکستان آٹھویں وکٹ رنز گری، جب عرفان خان رنز بنا کر رن آؤٹ ہوئے۔ پاکستان نویں وکٹ دسویں وکٹ رنز گری، حارث رؤف بغیر رن بنائے جبکہ نسیم شاہ رنز بنا کر آؤٹ ہوئے۔ آسٹریلیا جانب سے مچل اسٹارک نے ، پیٹ کمنز ایڈم زمپا نے ، کھلاڑیوں کو آؤٹ کیا جبکہ شان ایبٹ مارنس لیبوشین نے ، وکٹ حاصل کی۔ پاکستان ٹیم فاسٹ بولروں کیساتھ میدان میں پاکستانی ٹیم سال بعد ون ڈے انٹر نیشنل کھیل ہے، گرین شرٹس نے کینگروز پوری طاقت سے حملہ آور ہونے لیے فاسٹ بولروں شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف محمد حسنین ساتھ میدان میں اترنے کا فیصلہ کیا ہے۔ پہلے ون ڈے میچ لیے قومی ٹیم میں محمد رضوان کپتان، سلمان علی آغا نائب کپتان، عبداللّٰہ شفیق، صائم ایوب، بابر اعظم، کامران غلام، محمد عرفان خان، شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف محمد حسنین شامل ہیں۔ قومی کرکٹ ٹیم کپتان محمد رضوان نے کا کہنا ماضی میں جو کچھ اسے بھول کر آگے بڑھنا ہے، سلیکشن کمیٹی ممبر یہاں ہونے سے میں خوش ہوں۔ دوسری جانب آسٹریلیا کھلاڑیوں میں پیٹ کمنز کپتان، جیک فریزر میک گورک، میتھیو شارٹ، اسٹیو اسمتھ، جوش انگلیس، مارنس لیبوشین، آرون ہارڈی، گلین میکسویل، شان ایبٹ، مچل اسٹارک، ایڈم زمپا شامل ہیں۔ دونوں ٹیموں درمیان سیریز کا دوسرا ون ڈے میچ نومبر کو ایڈیلیڈ اوول میں گا جبکہ تیسرا آخری ون ڈے میچ نومبر کو پرتھ اسٹیڈیم میں کھیلا جائے گا۔,sports
548,پاکستان بمقابلہ آسٹریلیا، پہلا ون ڈے آج کھیلا جائے گا,https://jang.com.pk/news/1407689,پاکستان آسٹریلیا کرکٹ ٹیموں درمیان ون ڈے انٹرنیشنل میچوں مشتمل سیریز کا میچ آج ایم سی جی میلبورن میں کھیلا جائے گا۔ میزبان کینگروز کو ون ڈے سیریز میں پیٹ کمنز لیڈ جبکہ محمد رضوان پاکستانی ٹیم قیادت کرینگے۔ میچ کا آغاز پاکستانی وقت مطابق صبح بجکر منٹ ہوگا۔ کھلاڑی کا خواب ہوتا وہ اپنے ملک نمائندگی ٹاپ ٹیم خلاف ڈیبیو کرنے کا موقع ملنا ان لیے اعزاز بات ہے۔ پاکستانی ٹیم سال بعد ون ڈے انٹر نیشنل کھیل ہے، گرین شرٹس نے کینگروز پوری طاقت سے حملہ آور ہونے چار فاسٹ بولروں شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف محمد حسنین ساتھ میدان میں اترنے کا فیصلہ کیا ہے۔ نائب کپتان سلمان علی آغا صائم ایوب پارٹ ٹائم اسپنر گے، عرفان نیازی ون ڈے ڈیبیو گے۔ پہلے ون ڈے میچ قومی ٹیم میں محمد رضوان کپتان، سلمان علی آغا نائب کپتان، عبداللّٰہ شفیق، صائم ایوب، بابر اعظم، کامران غلام، محمد عرفان خان، شاہین شاہ آفریدی، نسیم شاہ، حارث رؤف محمد حسنین شامل ہیں۔ دوسری جانب آسٹریلیا گیارہ کھلاڑیوں میں پیٹ کمنز کپتان، جیک فریزر میکگورک، میتھیو شارٹ، اسٹیو اسمتھ، جوش انگلیس، مارنس لیبوشین، آرون ہارڈی، گلین میکسویل، شان ایبٹ، مچل اسٹارک، ایڈم زمپا شامل ہیں۔ دونوں ٹیموں درمیان سیریز کا دوسرا ون ڈے میچ نومبر کو ایڈیلیڈ اوول میں ہوگا جبکہ تیسرا آخری ون ڈے میچ نومبر کو پرتھ اسٹیڈیم میں کھیلا جائے گا۔تینوں ون ڈے میچز ڈے اینڈ نائٹ گے۔ دورہ آسٹریلیا میں دونوں ٹیموں درمیان میچوں مشتمل ٹی ٹوئنٹی سیریز بھی کھیلی جائیگی، میچ نومبر، دوسرا ٹی ٹوئنٹی میچ نومبر کو سڈنی کرکٹ گراؤنڈ جبکہ تیسرا آخری ٹی ٹوئنٹی میچ نومبر کو ہوبارٹ میں کھیلا جائے گا۔,sports
549,پاکستان کے تین کھلاڑی اسنوکر چیمپئن شپ کے ناک آؤٹ راؤنڈ میں پہنچ گئے,https://jang.com.pk/news/1407503,پاکستان تین کھلاڑی ورلڈ اسنوکر چیمپئن شپ ناک آؤٹ راؤنڈ میں پہنچ گئے۔ اسجد اقبال براہ راست راؤنڈ آف میں پہنچ گئے، آصف اویس راؤنڈ آف کھیلیں گے۔ محمد آصف جرمنی سائمن لچنبرگ سے ہار کر بھی اگلے راؤنڈ آگئے، وہ فریم ڈفرینس بنیاد اپنے میں دوسرے نمبر رہے۔ آخری میچ میں سائمن لچنبرگ نے آصف کو چار تین سے شکست تھی۔ اسجد اقبال نے آخری میچ میں قطر خامس العبیدی کو چار سے شکست تھی۔ اسجد اقبال نے اپنے تینوں میچ جیت کر میں پوزیشن حاصل کرلی ہے، اویس منیر نے بحرین حبیب صباح کو چار۔ایک سے شکست کر ناک آؤٹ راؤنڈ میں جگہ بنائی۔ پاکستان چوتھے کھلاڑی نسیم اختر میچز ہارنے بعد ناک آؤٹ راؤنڈ رسائی میں ناکام رہے۔,sports
550,ٹاپ ٹیم کیخلاف ڈیبیو بڑے اعزاز کی بات ہے، عرفان خان نیازی,https://jang.com.pk/news/1407486,پاکستان ابھرتے نوجوان کھلاڑی عرفان خان نیازی نے اپنے ون ڈے ڈیبیو خوشی جوش کا اظہار کہا کھلاڑی کا خواب ہوتا وہ اپنے ملک نمائندگی ٹاپ ٹیم خلاف ڈیبیو کرنے کا موقع ملنا ان لیے اعزاز بات ہے۔ عرفان کا کہنا بڑی ٹیم خلاف ڈیبیو کا مطلب ٹیم آپ بھروسہ کر ہے، جس سے مجھے خود اعتمادی ملی ہے۔ انہوں نے مزید کہا انہوں نے کرکٹ کا آغاز اسکول سطح کیا ہمیشہ یہی عزم رکھا پاکستان لیے کھیلنا ہے۔ نوجوان کرکٹر نے بھی کہا انڈر کرکٹ دنوں میں ان کوچ تنویر شوکت نے دن انہیں کاغذ کر اپنے خواب لکھنے کو کہا۔ عرفان نے لکھا وہ ریجنل انڈر ، انڈر ورلڈ کپ، پی ایس ایل، پاکستان ٹیم میں کھیلنا چاہتے ہیں، آج، وہ اس خواب کو حقیقت میں بدلتے دیکھ ہیں۔ انہوں نے کہا کرکٹ لیے میں نے اپنا گھر چھوڑ کر فیصل آباد میں قیام کیا، چھ چھ ماہ گھر نہیں جا پاتا تھا لیکن میری فیملی نے ہمیشہ میرے خواب حمایت کی۔ عرفان کا کہنا بڑی ٹیموں خلاف کھیل کر کھلاڑی بڑا بنتا ہے، ان خواہش وہ آسٹریلیا خلاف میچ وننگ اننگز کھیلیں پاکستان فتح میں اہم کردار ادا کریں۔,sports
551,محسن نقوی کی عمیر بٹ کو مسلسل تیسری بار چیئرمین بلجیئم کرکٹ فیڈریشن منتخب ہونے پر مبارکباد,https://jang.com.pk/news/1407476,پاکستانی نژاد عمیر بٹ بلجیئم کرکٹ فیڈریشن چئیرمین منتخب گئے، وہ مسلسل تیسری بار چئیرمین منتخب ہیں۔ چئیرمین پی سی بی محسن نقوی نے بلجیئم کرکٹ فیڈریشن مسلسل تیسری بار چئیرمین منتخب ہونے عمیر بٹ کو مبارک باد ہے۔ چئیرمین پی سی بی محسن نقوی نے نومنتخب چیئرمین لیے نیک تمناؤں کا اظہار کہا عمیر بٹ کا تسلسل ساتھ تیسری بار چئیرمین منتخب ہونا اعزاز ہے۔ انہوں نے مزید کہا عمیر بٹ اپنی محنت پروفیشنل اپروچ بدولت بلجیئم کرکٹ فیڈریشن چئیرمین منتخب ہیں۔ چیئرمین پی سی بی نے مزید کہا امید عمیر بٹ بلجیئم میں کرکٹ فروغ لیے اپنا موثر کردار جاری رکھیں گے۔,sports
552,استنبول میرا تھون، پاکستانی امجد علی کی نمایاں پرفارمنس,https://jang.com.pk/news/1407471,ترکی میں ہونے والی استنبول میرا تھون میں پاکستان امجد علی نمایاں پرفارمنس رہی۔ امجد علی گھنٹے منٹ سکینڈ ٹائمنگ ساتھ استنبول میرا تھون تیز ترین پاکستانی رہے۔ میرا تھون میں ہزاروں رنرز تھے، جن میں پاکستان امجد علی ویں پوزیشن ہیں۔ ایتھوپیا دیجینا دیبیلا نے گھنٹے منٹ سیکنڈ ٹائمنگ ساتھ استنبول میرا تھون میں پوزیشن حاصل کی۔ دوسری مزمل نیازی نے گھنٹے منٹ سکینڈ جبکہ بلال عمر نے گھنٹے منٹ سکینڈ ٹائمنگ ساتھ میراتھون مکمل کی۔ پاکستان علی خورشید، روحیل احمد، اسد تنگیکر محمد عدنان گھنٹے سے کم وقت میں میراتھون مکمل کرنے میں کامیاب رہے۔,sports
553,پاکستان آرمی نے مینز اینڈ ویمنز نیشنل سوئمنگ چیمپئن شپ جیت لی,https://jang.com.pk/news/1407462,پاکستان آرمی نے مینز اینڈ ویمنز نیشنل سوئمنگ چیمپئن شپ جیت لی۔ احمد درانی جہاں آراء نبی بہترین سوئمرز قرار پائے، چیمپئن شپ آخری روز ریان دین اعوان نے سال پرانا قومی ریکارڈ بھی توڑا۔ تین روزہ نیشنل چیمپئن شپ مقابلے لاہور پنجاب انٹرنیشنل سوئمنگ کمپلیکس میں جہاں مینز ایونٹ میں پاکستان آرمی نے گولڈ، سلور برانز میڈلز ساتھ ٹائٹل جیتا۔ مقابلے دوران ریان دین اعوان نے سو میٹر بریسٹ اسٹروک میں عبدالعزیز کا سالہ پرانا ریکارڈ توڑا، ریان دین اعوان کا وقت منٹ سیکنڈز رہا۔ اس سے قبل ریکارڈ منٹ سیکنڈز کا تھا۔ ریان دین اعوان کا کہنا تھا چیمپئن شپ میں بہت مزہ آیا، پرفارمنس ابھی میری توقع سے کم ہے، میں انگلینڈ سے سفر کر آیا آتے ایونٹ میں مقابلہ کیا۔ پانچ گولڈ میڈلز جیت کر بہترین سوئمر قرار پانے احمد درانی نے کہا تین روزہ چیمپئن شپ میں مقابلہ اچھا رہا نئے سوئمرز نے خوب مقابلہ کیا۔ ویمنز ایونٹ میں بھی آرمی سوئمر چھائی رہیں، آرمی نے گولڈ، سلور برانز میڈلز ساتھ چیمپئن شپ اپنے نام جبکہ سندھ نے دوسری، واپڈا نے تیسری پنجاب نے چوتھی پوزیشن حاصل کی۔ پانچ گولڈ میڈلز ساتھ بہترین سوئمر قرار پانے والی جہاں آراء نبی نے کہا بہترین سوئمر کا اعزاز پانے خوش ہوں، ابھی مجھے مزید محنت کرنی ہے، نئی سوئمرز بھی ٹف ٹائم ہیں۔,sports
554,آسٹریلیا میں حریف پلیئرز سے نبرد آزما ہونے کیلئے پلان ہے: عباس آفریدی,https://jang.com.pk/news/1407460,پاکستان فاسٹ بولر عباس آفریدی نے کہا آسٹریلیا میں حریف پلیئرز سے نبرد آزما ہونے لیے پلان ہے۔ کراچی میں میڈیا سے گفتگو عباس آفریدی نے کہا آسٹریلیا کنڈیشنز کافی مشکل ہیں، وہاں کھیل ہیں، اندازہ کیسی کنڈیشنز گی۔ انہوں نے کہا کراچی میں کیمپ کافی مددگار ثابت گا، یہاں ہم اپنے اسکل کام کر ہیں، سلوور ون سے ٹارگٹ کرنا چاہوں گا۔ عباس آفریدی کا کہنا پیٹ کمنز پلیئر ہیں، خواہش آسٹریلیا دورے میں ان سے کچھ سیکھ سکوں۔ انہوں نے کہا محمد رضوان ہمیشہ نوجوانوں کو سپورٹ ہیں، اگر بولرز رنز بھی دیتا وہ حوصلہ ہیں۔ ان کا بھی کہنا بیٹنگ شروع سے پسند ہے، اس کام کر رہا ہوں، کوشش کر رہا اچھا آل راؤنڈر بن سکوں۔,sports
555,ماضی کو بھول کر آگے بڑھنا ہے: کپتان محمد رضوان,https://jang.com.pk/news/1407450,قومی کرکٹ ٹیم کپتان محمد رضوان کا کہنا ماضی میں جو کچھ اسے بھول کر آگے بڑھنا ہے، سلیکشن کمیٹی ممبر یہاں ہونے سے میں خوش ہوں۔ میلبرن میں پریس کانفرنس محمد رضوان نے کہا پلیئنگ الیون میں میری بھی مشاورت لیکن باقی ان پٹ ہونا چیز ہے، میں مشاورت ساتھ چلنے والوں میں سے ہوں، نوجوان کھلاڑیوں بھی مشورے لیتا ہوں۔ محمد رضوان کا کہنا بابر اعظم، شاہین نسیم پاکستان لیے بہت پرفارمنس ہیں، بابر شاہین کا نام اپنی پرفارمنس وجہ سے ہے۔ آسٹریلیا خلاف ون ڈے لیے پاکستان نے پلیئنگ الیون کا اعلان کر دیا۔ پاکستان کرکٹ ٹیم کپتان نے کہا کھلاڑیوں برا وقت آتا ہے، وہ بھی اسی چیز سے گزر ہیں، بابر اعظم شاہین اس چیز کو سمجھتے ہیں، میں بھی انہیں جتنا سپورٹ ہوسکا کروں گا۔ ان کا کہنا فخر امام بہت پرفارمنس ہے، فخر اوپر سے تیزی سے رنز تھے، اس رنز سے بہت فرق پڑتا رہا ہے، ابھی جو نوجوان کھلاڑی ان پاس بھی موقع ہے۔ انہوں نے مزید کہا پاکستان نے دنیا کرکٹ کو فالو نہیں کرنا، ہم نے اپنے ریسورسز کو دیکھنا ہے، ہمارے لیے پاکستان سب سے پہلے ہے، جو پلیئر بہتر گا وہی ٹیم کا حصہ گا، میرے لیے سب کپتان ہیں، اگر انہیں لگتا ان پاس کچھ اچھا وہ شیئر کر سکتے ہیں۔ محمد رضوان کا بھی کہنا پاکستان ٹیم پرفارمنس فینز ناراض ہیں، ہمیں دنیا بھر میں پاکستانی فینز سپورٹ ہیں، اب انہیں مایوس نہیں گے۔,sports
556,نیوزی لینڈ نے بھارت کو 3 ٹیسٹ میچز کی سیریز میں وائٹ واش کردیا,https://jang.com.pk/news/1407448,نیوزی لینڈ نے بھارت کو ٹیسٹ میچز سیریز میں وائٹ واش کردیا۔ نیوزی لینڈ نے تیسرے ٹیسٹ میچ میں بھارت کو رنز سے شکست دی۔ ممبئی میں کھیلے تیسرے ٹیسٹ میچ میں رنز ہدف تعاقب میں بھارتی ٹیم رنز ڈھیر گئی۔ نیوزی لینڈ نے بھارت کو دوسرا ٹیسٹ میچ بھی ہرا کر میچز سیریز میں فیصلہ برتری حاصل کر لی۔ نیوزی لینڈ جانب سے اعجاز پٹیل نے گلین فلپس نے وکٹیں حاصل کیں۔ واضح نیوزی لینڈ نے اننگ میں دوسری اننگ میں رنز بنائے بھارت نے اننگ میں رنز بنائے تھے۔ اس مرتبہ بھارت کو ء بعد ہوم سیریز میں وائٹ واش کا سامنا کرنا پڑا ہے۔ بھارت کو سال بعد ٹیسٹ ہوم سیریز میں وائٹ واش شکست ہے۔,sports
557,قذافی اسٹیڈیم کی اپ گریڈیشن کا کام 50 فیصد مکمل,https://jang.com.pk/news/1407444,لاہور قذافی اسٹیڈیم اپ گریڈیشن پراجیکٹ کا مجموعی تقریباً فیصد کام مکمل گیا۔ اسٹیڈیم انکلوژرز مین بلڈنگ فلورز کا کام تیز کردیا گیا جبکہ مین آفس بلڈنگ فلورز تکمیل آخری مرحلے میں ہیں، مین بلڈنگ میں کرکٹ میوزیم سوونیئر شاپ بھی بنے گی۔ چیئرمین پاکستان کرکٹ بورڈ محسن نقوی نے قذافی اسٹیڈیم کا تفصیلی دورہ کیا منصوبے ہونے والی پیش رفت کا جائزہ لیا۔ محسن نقوی نے پراجیکٹ تعمیراتی کاموں کا معائنہ کیا اس اطمینان کا اظہار کیا۔ علاوہ ازیں چیئرمین پی سی بی زیرِ صدارت ایف ڈبلیو او کیمپ آفس میں اجلاس جس میں ڈرائنگز ذریعے پراجیکٹ خدوخال کا جائزہ لیا گیا۔ محسن نقوی نے پارکنگ ایریا کو کشادہ رکھنے، مین بلڈنگ بیرونی آؤٹ لُک کو خوبصورت بنانے ایف ڈبلیو او متعلقہ حکام کو کام مقررہ مدت میں مکمل کرنے حوالے سے ہدایات دیں۔ انہوں نے کہا چیمپئنز ٹرافی ٹورنامنٹ سے قبل قذافی اسٹیڈیم تکمیل کا چیلنج کرنا ہے، اسٹیڈیم اب عالمی معیار کا بننے جا رہا ہے، کھلاڑیوں شائقین کرکٹ لیے سہولتوں کو بہتر بنایا جا رہا ہے۔,sports
558,پاکستان ٹیم کو ہانگ کانگ سپر سکسز کے فائنل میں شکست,https://jang.com.pk/news/1407443,پاکستان ٹیم کو ہانگ کانگ سپر سکسز فائنل میں شکست ہوگئی۔ ٹورنامنٹ فائنل میں سری لنکا نے پاکستان کو وکٹ سے شکست دی۔ اس سے قبلپاکستان ٹیمپہلے سیمی فائنل میں آسٹریلیا کو وکٹ سے شکست کر فائنل میں پہنچی تھی۔ رنز کا ہدف پاکستان نے گیند قبل وکٹ حاصل کیا تھا، عامر یامین فہیم اشرف رنز بنا کر ناقابلِ شکست رہے۔ پاکستان محمد اخلاق آصف علی نے ، رنز اسکور کیے۔ ہانگ کانگ سُپر سکسز میں متحدہ عرب امارات نے بھارت کو شکست کر ایونٹ سے باہر کر دیا۔ آسٹریلیا نے پہلے بیٹنگ اوورز میں وکٹ رنز بنائے تھے۔ دوسری جانب دوسرے سیمی فائنل میں سری لنکا نے بنگلادیش کو وکٹ سے ہرایا تھا۔ رنز کا ہدف سری لنکانے گیند قبل وکٹ حاصل کیا تھا۔,sports
559,آسٹریلیا کیخلاف پہلا ون ڈے: پاکستان نے پلیئنگ الیون کا اعلان کر دیا,https://jang.com.pk/news/1407435,آسٹریلیا خلاف پہلے ون ڈے لیے پاکستان نے پلیئنگ الیون کا اعلان کر دیا۔ عبداللّٰہ شفیق، صائم ایوب، بابر اعظم، محمد رضوان کامران غلام کو پلیئنگ الیون میں شامل کیا گیا ہے۔ سلمان علی آغا، محمد عرفان خان، شاہین آفریدی، نسیم شاہ، حارث رؤف محمد حسنین بھی ٹیم کا حصہ ہیں۔ کراچی انگلینڈ کو ٹیسٹ سیریز میں شکست دینے بعد قومی ٹیم کپتان محمد رضوان نے میلبرن میں پریس کانفرنس کہا ماضی میں جو کچھ اسے بھول کر آگے بڑھنا ہے، سلیکشن کمیٹی ممبر یہاں ہونے سے میں خوش ہوں۔ انہوں نے کہا پلیئنگ الیون میں میری بھی مشاورت لیکن باقی ان پٹ ہونا چیز ہے، میں مشاورت ساتھ چلنے والوں میں سے ہوں، نوجوان کھلاڑیوں بھی مشورے لیتا ہوں۔ محمد رضوان کا کہنا بابر اعظم، شاہین نسیم پاکستان لیے بہت پرفارمنس ہیں، بابر شاہین کا نام اپنی پرفارمنس وجہ سے ہے۔ پاکستان کرکٹ ٹیم کپتان نے کہا کھلاڑیوں برا وقت آتا ہے، وہ بھی اسی چیز سے گزر ہیں، بابر اعظم شاہین اس چیز کو سمجھتے ہیں، میں بھی انہیں جتنا سپورٹ ہوسکا کروں گا۔ ان کا کہنا فخر امام بہت پرفارمنس ہے، فخر اوپر سے تیزی سے رنز تھے، اس رنز سے بہت فرق پڑتا رہا ہے، ابھی جو نوجوان کھلاڑی ان پاس بھی موقع ہے۔ انہوں نے مزید کہا پاکستان نے دنیا کرکٹ کو فالو نہیں کرنا، ہم نے اپنے ریسورسز کو دیکھنا ہے، ہمارے لیے پاکستان سب سے پہلے ہے، جو پلیئر بہتر گا وہی ٹیم کا حصہ گا، میرے لیے سب کپتان ہیں، اگر انہیں لگتا ان پاس کچھ اچھا وہ شیئر کر سکتے ہیں۔ محمد رضوان کا بھی کہنا پاکستان ٹیم پرفارمنس فینز ناراض ہیں، ہمیں دنیا بھر میں پاکستانی فینز سپورٹ ہیں، اب انہیں مایوس نہیں گے۔,sports
560,ساجد خان نے انگلینڈ ٹیسٹ سیریز کی ٹرافیاں اپنے بیٹوں کو دے دیں,https://jang.com.pk/news/1407433,پاکستان ٹیسٹ کرکٹر ساجد خان نے انگلینڈ ٹیسٹ سیریز ٹرافیاں اپنے بیٹوں حوالے کر دیں۔ ساجد خان بیٹوں کو ٹرافیاں تھمانے والی سوشل میڈیا پوسٹ وائرل گئی۔ ٹیسٹ کرکٹر ساجد خان کو انگلینڈ خلاف سیریز میں پلیئر آف میچ پلیئر آف سیریز ٹرافیاں ملی تھیں۔ ساجد خان نے دونوں ٹرافیاں اپنے بیٹوں محمد ہاشمی محمد ہادی کو تھمائیں۔ اس حوالے سے گفتگو ساجد خان نے کہا مسکراہٹ سب کچھ بتا ہے، میرے پیارے لڑکے محمد ہاشمی محمد ہادی فخر سے ٹرافیوں کو تھامے ہیں۔,sports
561,بھارتی اے کرکٹ ٹیم پر آسٹریلیا میں بال ٹیمپرنگ کا الزام,https://jang.com.pk/news/1407431,بھارتی اے کرکٹ ٹیم آسٹریلیا اے خلاف میچ میں بال ٹیمپرنگ کا الزامعائد کر دیا گیا۔ آسٹریلوی میڈیا مطابق گیند تبدیل کرنے معاملے بھارتی کھلاڑی نے امپائر سے تلخ جملے بولے۔ بھارت آسٹریلیا اے ٹیموں درمیان میچ آخری روز گیند تبدیل گئی، آخری روز آسٹریلیا اے کو جیت لیے رنز درکار تھے، بال ٹیمپرنگ الزام گیند تبدیل گئی۔ بھارتی کھلاڑی امپائر شان کریگ جمع کر گیند تبدیل کرنے سوال کرنے امپائر سے بہت بحث کی۔ بھارتی کرکٹ ٹیم آل راؤنڈر رویندرا جڈیجا بال ٹیمپرینگ کا الزام عائد کر دیا گیا۔ امپائر شان کریگ کو اسٹمپ مائیک سے سنا گیا جب آپ گیند کھرچو ہم گیند تبدیل گے۔ شان کریگ نے کہا اب بحث نہیں گی، کھیل کا آغاز کریں، اس بات نہیں گی، اگر آپ نے کھیلنا جو گیند آپ ہاتھ میں اس سے کھیلنا ہے۔ جس بھارتی وکٹ کیپر ایشن کیشن نے کہا احمقانہ فیصلہ ہے۔ امپائر نے ایشن کیشن کو جواب کہا ایکسکیوز می، آپ رویے آپ کو رپورٹ کیا جائے، آپ کا رویہ غیر مناسب ہے، آپ ٹیم عمل وجہ سے گیند تبدیل گئی۔ دوسری جانب کرکٹ آسٹریلیا نے بال ٹیمپرنگ معاملے بیان جاری کر دیا۔ کرکٹ آسٹریلیا کا کہنا چوتھی اننگز میں استعمال ہونے والی گیند کو خرابی وجہ سے تبدیل کیا گیا، کھیل شروع ہونے سے قبل دونوں ٹیموں کپتانوں مینجرز کو بتا دیا گیا تھا، اس حوالے سے ایکشن نہیں لیا جائے گا۔ آسٹریلوی میڈیا مطابق کرکٹ آسٹریلیا بیان نے ماحول کو ٹھنڈا کر دیا ہے، ایشن کیشن اب مزید کارروائی سے بچ ہیں، معاملے کو کنفیوژن قرار دیا جا رہا ہے، بال ٹیمپرنگ کا لفظ استعمال نہیں کیا جا رہا۔ واضح اس میچ میں آسٹریلیا اے نے بھارت اے کو وکٹوں سے ہرایا۔,sports
562,ورلڈ اسنوکر چیمپئن شپ کا فیصلہ کن مرحلہ، پاکستانی کیوئسٹس کا فاتحانہ آغاز,https://jang.com.pk/news/1407196,ورلڈ اسنوکر چیمپئن شپ فیصلہ مرحلے میں پاکستانی کیوئسٹس نے فاتحانہ آغاز کیا ہے۔ پاکستان چاروں کیوئسٹس نے اپنے گروپس پہلے، پہلے میچز جیت لیے ہیں۔ محمد آصف نے بھارت کمل چاولہ کیخلاف سنچری بریک کھیلتے چار سے کامیابی حاصل جبکہ نسیم اختر نے قطر العبیدی کو سے شکست دی۔ اسجد اقبال نے بھی میچ باآسانی جیت لیا۔ انہوں نے آئل آف مین ڈیرل ہل کو سے شکست جبکہ اویس منیر نے تھائی لینڈ کرتسانوت لرتستاتھوم کو سے ہرایا۔ آصف، نسیم اسجد میچ کھیلیں گے۔,sports
563,رانا نوید الحسن افغانستان انڈر 19 ٹیم کے بولنگ کوچ مقرر,https://jang.com.pk/news/1407194,پاکستان سابق ٹیسٹ کرکٹر رانا نوید الحسن افغانستان انڈر ٹیم بولنگ کوچ مقرر ہوگئے۔ اس حوالے سے اپنے بیان میں رانا نوید الحسن کا کہنا تھا افغانستان انڈر کرکٹ ٹیم کوچنگ کےلیے پُرجوش ہوں۔ انہوں نے کہا افغان انڈر ٹیم کو بطور بولنگ کوچ کو جوائن کیا۔ لاہور سابق پاکستانی بولر رانا نوید الحسن نے واضح افغانستان انڈر ٹیم یو اے ای میں سہ فریقی سیریز میں شرکت گی۔ جو پاکستان، افغانستان یو اے ای ٹیموں درمیان کھیلی جائے گی۔ علم میں رانا نوید الحسن افغانستان نیشنل ہائی پرفارمنس بولنگ کوچ خدمات انجام ہیں۔,sports
