Article IDs,Titles,Links,Contents,Gold Labels
678,خوبصورت نظر آنے کیلئے ناشتے میں یہ اشیاء لازمی استعمال کریں,https://jang.com.pk/news/1400386,اچھی خوراک سے انسان نہ صرف اپنی صحت کو بہتر اور برقرار رکھ سکتا ہے بلکہ خوبصورت بھی نظر آ سکتا ہے۔ اس لیے آج کچھ ایسی اشیاء کے بارے میں بات کر لیتے ہیں جنہیں ناشتے میں شامل کرنے سے انسان کی خوبصورتی میں بھی اضافہ ہوسکتا ہے۔ جامن عام طور پر ہر موسم میں دستیاب نہیں ہوتے لیکن جب ان کا موسم آئے تو انہیں فروٹ چاٹ میں اسٹربیری اور بادام وغیرہ ملا کر کھائیں کیونکہ ان  سب چیزوں کے اند ر موجود اینٹی آکسیڈنٹس موجود ہوتے ہیں جو  جِلد کو فری ریڈیکلز سے محفوظ رکھیں گے اور وقت سے پہلے ڈھلنے سے بچائیں گے۔ نقشے میں ایک بالغ دماغ میں ہر نیورون اور کنکشن کو دکھایا گیا ہے۔ اس کے علاوہ، جامن میں موجود سوزش کش خصوصیات، فائدہ مند منرلز جیسے کہ کیلشیئم، وٹامن اے، فاسفورس، آئرن اور تھیامائن انسان کی صحت کو بھرپور بناتے ہیں۔ پپیتے کے ساتھ لیموں کا تڑکا آپ کی صبح کو زبردست آغاز فراہم کرتا ہے کیونکہ اس میں فائدہ مند پروٹیولائٹک انزائمز ہوتے ہیں جو نہ صرف انسان کے ہاضمے کے افعال کو بہتر بناتے ہیں بلکہ اپنی سوزش کش خصوصیات کی وجہ سے یہ جسم میں پیدا ہونے والی جلن یا سوزش کے خلاف بھی کام کرتے ہیں۔ صرف اتنا ہی نہیں بلکہ پپیتے کے چھلکے چہرے پر نرمی سے آہستہ آہستہ ملنے سے جِلد قدرتی طور پر ایکسفولی ایٹ ہوسکتی ہے۔ تخم بالنگا کو ناشتے میں شامل کرنے سے نہ صرف دن کو زبردست آغاز ملتا ہے بلکہ اس کے اندر موجود اومیگا تھری فیٹی ایسڈز جِلد کو تروتازہ رکھتے ہیں۔ اس کے علاوہ جن لوگوں کو انفلیمیشن یعنی جِلد میں جلن یا سوزش کا مسئلہ یعنی ایکنی اور ایکزیما ہو، ان کے لیے یہ زبردست بوسٹر کا کام کرتا ہے۔ یہی نہیں تخم بالنگا میں سلیکا بھی ہوتا ہے جو مربوط ٹشوز یعنی عضلات کی بناوٹ میں کردار ادا کرتا ہے اور اسی لیے یہ بالوں، جِلد اور ناخنوں کے لیے بہت فائدہ مند ہے۔ دنیا بھر میں ناشتے میں انڈوں کا استعمال بہت مرغوب سمجھا جاتا ہے اور ہر کوئی اسے مختلف طریقوں سے بنا کر لطف اندوز ہوتا ہے لیکن جو لوگ ناشتے میں انڈے کا استعمال نہیں کرتے تو اُنہیں بھی فوراً انڈے کا استعمال شروع کر دینا چاہیے۔ انڈوں کا سب سے بڑا فائدہ یہ ہے کہ اس سے مختلف قسم کے ناشتے بن سکتے ہیں اور انسان بیزار نہیں ہوتا۔ آج کل اکثر افراد خون کی کمی کا شکار ہوتے ہیں، کمزوری، چکر آنا، چہرے پر پیلا پن یا تھکاوٹ ہونے پر معالج بنیادی سبب خون کی کمی ہی بتاتا ہے۔ غذائیت کی بات کریں تو انڈے پروٹین کا بہترین ذریعہ ہیں اور صبح کے وقت انڈوں سے حاصل ہونے والا پروٹین دن بھر کے بلڈ شوگر لیول کو نارمل سطح پر برقرار رکھتا ہے اور ہارمونز پر منفی اثر نہیں ڈالتا۔ انڈے کولا جن پیدا کرنے کے عمل میں بھی تیزی لاتے ہیں جو جِلد کو جواں رکھنے میں مددگار ہوتے ہیں اور وٹامن ڈی کا بہترین ذریعہ بھی ہیں۔ ریڈ اسموتھیز میں لال غذائیں جیسے کہ تربوز اور چقند ر شامل ہوتے ہیں۔ چقندر فائبر سے بھرپور ہوتا ہے جس میں کیلوریز بھی کم ہوتی ہیں اس لیے درج بالا طریقے کے مطابق نصف کپ اِسکمڈ ملک، نصف کپ گریک یوگرڈ، ایک کپ کٹا ہوا تربوز اور ایک سلائس چقندر ملا کر اچھی طرح بلینڈ کرلیں۔ چقندر کا ذائقہ چونکہ اکثر لوگوں کو اچھا نہیں لگتا تو تربوز شامل کرنے سے چقند ر کا ذائقہ دب جاتا ہے اور اس طرح چقندر کے استعمال سے خون کے سرخ خلیوں میں اضافہ ہوتا ہے، خون پتلا ہوتا ہے اور اس کے دورانیہ میں اعتدال آتا ہے تو بلڈ پریشر کنٹرول میں اور انسان صحت مند رہتا ہے۔,science-technology
679,راولپنڈی: ڈینگی ایمرجنسی کے تحت 4 ہزار سے زائد مقدمات درج,https://jang.com.pk/news/1400371,راولپنڈی میں رواں سیزن میں ڈینگی ایمرجنسی کے تحت 4 ہزار سے زائد مقدمات درج کیے گئے۔ اس حوالے سے ڈپٹی کمشنر کا کہنا ہے کہ انسداد ڈینگی مہم کے دوران 3 ہزار کے قریب عمارتوں کو سیل کیا گیا۔ انہوں نے کہا کہ انسداد ڈینگی ایس او پیز کی خلاف ورزی پر 1 کروڑ 90 لاکھ روپے سے زائد جرمانہ کیا گیا۔ پنجاب میں 24 گھنٹوں میں مزید 149 افراد میں ڈینگی وائرس کی تصدیق ہو گئی۔ ڈی سی کا کہنا ہے کہ تعلیمی اداروں میں ڈینگی آگاہی کے خصوصی سیمینارز منعقد کیے جا رہے ہیں۔ ڈپٹی کمشنر نے یہ بھی کہا کہ ڈینگی سے متاثرہ علاقوں میں ٹیمیں 24 گھنٹے کام کر رہی ہیں۔,science-technology
680,کراچی: رواں ماہ ڈینگی کے 114 کیسز رپورٹ,https://jang.com.pk/news/1400079,کراچی میں رواں ماہ ڈینگی کے 114 کیسز سامنے آئے ہیں۔ محکمۂ صحت سندھ کے ترجمان کا کہنا ہے کہ کراچی میں رواں ماہ ڈینگی کے 114 جبکہ صرف 10 اکتوبر کو ڈینگی کے 13 کیسز رپورٹ ہوئے۔ رواں سال کراچی میں ڈینگی کے اب تک 1 ہزار 497 کیسز رپورٹ ہو چکے ہیں۔ پنجاب میں 24 گھنٹوں میں مزید 149 افراد میں ڈینگی وائرس کی تصدیق ہو گئی۔ صوبائی محکمہ صحت کے مطابق رواں سال سندھ بھر میں 1 ہزار 741 افراد ڈینگی بخار میں مبتلا ہوئے۔ سندھ میں رواں برس ڈینگی سے 1 شخص جاں بحق ہوا ہے۔,science-technology
681,نوجوان خواتین میں چھاتی کے کینسر کی عام وجوہات کیا ہیں؟,https://jang.com.pk/news/1400066,امریکن کینسر سوسائٹی کی حالیہ تحقیق سے یہ بات سامنے آئی ہے کہ 50 سال سے کم عمر خواتین میں چھاتی کا کینسر تیزی سے پھیل رہا ہے۔ کینسر جرنل فار کلینیشنز میں شائع ہونے والی تحقیق کے مطابق موٹاپا، بانجھ پن، طرزِ زندگی اور شراب نوشی کم عمر خواتین میں چھاتی کے کینسر کی عام وجوہات ہیں۔ طبی ویب سائٹ کے مطابق حالیہ تحقیق سے معلوم ہوا ہے کہ 50 سال سے کم عمر خواتین میں چھاتی کا کینسر 50 سال سے زائد العمر خواتین کے مقابلے دگنا زیادہ تیزی سے پھیل رہا ہے۔ تحقیق کے مطابق 1989ء میں چھاتی کے کینسر سے اموات کی مجموعی شرح سب سے زیادہ تھی، تاہم 1989ء کے بعد سے چھاتی کے کینسر سے اموات کی مجموعی شرح میں 44 فیصد تک کمی واقع ہوئی ہے لیکن کینسر کی تشخیص کی شرح میں اضافہ دیکھا گیا ہے۔ رواں برس 2024ء کے نوبل انعام برائے طب کا اعلان کر دیا گیا۔ محقیقن کے مطابق 2012ء سے 2021ء کے درمیان سالانہ بنیاد پر بریسٹ کینسر کی تشخیص میں 1 فیصد اضافہ ہوا ہے، جن میں بیشتر کی تعداد 50 سال سے کم عمر خواتین کی رہی۔ محقیقین کا کہنا ہے کہ صرف امریکا میں سالانہ 50 سال سے کم عمر 50 میں سے 1 خاتون میں بریسٹ کینسر کی تشخیص ہو رہی ہے، جبکہ ایشیائی خواتین میں بریسٹ کینسر کے شکار ہونے کی شرح دیگر سے زیادہ پائی گئی۔ اس تحقیق سے معلوم ہوا ہے کہ 50 سال سے کم عمر کی خواتین میں چھاتی کے کینسر کے کیسز میں دگنا اضافہ ہو رہا ہے، جبکہ 20 سال کی عمر کی خواتین میں یہ شرح 2.2 فیصد خطرناک حد تک زیادہ ہے۔ محقیقین کے مطابق 20 سے 50 سال کی خواتین میں بریسٹ کینسر کی متعدد وجوہات ہیں، جن میں عام طور پر بانجھ پن، موٹاپا اور شراب نوشی کا طرزِ زندگی بھی شامل ہے، تاہم اس کی دیگر بھی متعدد وجوہات ہیں، جنہیں جاننے کی مزید ضرورت ہے۔,science-technology
682,کراچی میں خناق کے کیسز اور اس سے بچوں کی اموات میں اضافہ,https://jang.com.pk/news/1400063,کراچی میں خناق کے کیسز اور ان سے بچوں کی اموات میں غیر معمولی اضافہ دیکھنے میں آیا ہے۔ محکمۂ صحت کے حکام کے مطابق خناق کی بیماری سے حفاظتی ٹیکے سے بچاؤ ممکن ہے، کراچی میں اب تک خناق سے 100 سے زیادہ بچے انتقال کر چکے ہیں۔ حکام کا کہنا ہے کہ پچھلےسال سندھ انفیکشس ڈزیزز اسپتال میں خناق کے 140 کیسز آئے جن میں سے 52 انتقال بچے کر گئے۔ محکمۂ صحت کے حکام کے مطابق کراچی میں خناق کے تمام کیس سندھ انفیکشس ڈیزیزز اسپتال کو بھیجے جا رہے ہیں، سندھ انفیکشس ڈیزیزز اسپتال میں اس وقت بھی خناق کے 12 سے زائد بچے زیرِ علاج ہیں۔ کراچی خیبر پختونخوا میں خناق کا مرض پھیل جانے سے 16... انفیکشس ڈیزیزز ماہرین نے کہا ہے کہ کراچی اور سندھ بھر میں خناق کے علاج کی دوا اینٹی ٹاکسن موجود نہیں، خناق سے متاثر ایک بچے کے علاج پر دو سے ڈھائی لاکھ روپے کا اینٹی ٹاکسن استعمال ہو جاتا ہے۔ ماہرین کا کہنا ہے کہ خناق سے بچاؤ کا واحد علاج مکمل ویکسینیشن اور بیماری کا علاج اینٹی ٹاکسن دینا ہے۔ دوسری جانب محکمہ صحت سندھ نے صوبے میں خناق کے بڑھتے  کیسز اور اموات کی تردید کی ہے۔ محکمہ صحت سندھ کا کہنا ہے کہ سندھ میں خناق سے 100 بچوں کی اموات کی تردید کرتے ہیں، سندھ میں رواں سال  خناق کے 166 کیسز رپورٹ ہوئے ہیں۔ محکمہ صحت سندھ کے مطابق صوبے میں خناق سے اب تک 28 اموات رپورٹ ہوئی ہیں۔,science-technology
683,پنجاب: مزید 149 افراد میں ڈینگی وائرس کی تصدیق,https://jang.com.pk/news/1400053,پنجاب میں 24 گھنٹوں میں مزید 149 افراد میں ڈینگی وائرس کی تصدیق ہو گئی۔ محکمۂ صحت کے مطابق پنجاب میں رواں سال ڈینگی وائرس سے متاثرہ افراد کی تعداد 3285 ہو گئی ہے۔ راولپنڈی میں ڈینگی کے 134، بہاولپور میں 3 اور لاہور میں 2 کیسز رپورٹ ہوئے۔ ڈپٹی کمشنر راولپنڈی نے ضلع بھر میں ڈینگی ایمرجنسی نافذ کر دی۔ گزشتہ روز بھی پنجاب میں ڈینگی کے 160 کیسز رپورٹ ہوئے تھے۔ اس سے قبل رواں ہفتے ڈپٹی کمشنر راولپنڈی نے ضلع بھر میں ڈینگی ایمرجنسی نافذ کر دی تھی۔ ڈی سی راولپنڈی کا کہنا تھا کہ ڈینگی ایمرجنسی کے تحت ہنگامی حفاظتی اقدمات اٹھائے جا رہے ہیں۔,science-technology
684,پنجاب: ڈینگی کے مزید 160 کیسز رپورٹ,https://jang.com.pk/news/1399700,پنجاب میں گزشتہ 24 گھنٹوں کے دوران ڈینگی کے 160 کیسز رپورٹ ہوئے ہیں۔ محکمۂ صحت پنجاب کے ترجمان کے مطابق رواں سال اب تک 3 ہزار 136 ڈینگی کے کیسز رپورٹ ہوئے ہیں۔ کراچی میں رواں ماہ ڈینگی کے 90 کیس سامنے آئے ہیں۔ محکمۂ صحت پنجاب کے ترجمان نے بتایا ہے کہ 24 گھنٹوں کے دوران راولپنڈی سے129، لاہور سے 9، بہاولپور سے 4، گوجرانولہ اور سرگودھا سے 3، 3 جبکہ چکوال سے 2 ڈینگی کے کیسز رپورٹ ہوئے۔ محکمۂ صحت پنجاب کے ترجمان کے مطابق شیخوپورہ، جہلم، فیصل آباد، خانیوال، جھنگ، گجرات اور پاکپتن سے ڈینگی کا 1، 1 کیس رپورٹ ہوا ہے۔,science-technology
685,کراچی میں کیڑے مکوڑوں سے جلدی امراض پھیلنے لگے,https://jang.com.pk/news/1399393,کراچی میں اسپرے نہ ہونے سے کیڑے مکوڑوں کے باعث جلدی امراض پھیلنے لگے۔ اس حوالے سے ماہر جلدی امراض ڈاکٹر بہرام کھوسو کا کہنا ہے کہ اسپرے نہ ہونے سے مختلف علاقوں میں مختلف اقسام کے کیڑے پھیل رہے ہیں۔ ڈاکٹر بہرام کھوسو نے بتایا کہ جناح اسپتال میں جلدی امراض کے یومیہ 500 تک کیسز رپورٹ ہو رہے ہیں، جن میں سے 100 سے زائد کیسز فنگل انفیکشن کے ہیں۔ انہوں نے بتایا کہ اسکن الرجی، پھوڑے اور دیگر جلدی امراض کے بھی کیسز سامنے آ رہے ہیں، بیماریوں سے نمٹنے کے لیے شہر میں فوری اسپرے مہم کا آغاز کیا جانا چاہیے۔ ڈاکٹر بہرام کھوسو کا کہنا ہے کہ شہری حفظانِ صحت اور صفائی ستھرائی کا خیال رکھیں اور روزانہ نہائیں۔ ماہرِ امراضِ جلد ڈاکٹر بہرام کھوسو نے یہ بھی کہا ہے کہ بیکٹریل اور فنگل انفیکشن سے متاثرہ شخص اپنا تولیہ اور صابن علیحدہ رکھے، ہاتھوں کی صفائی کا لازمی خیال رکھا جائے۔,science-technology
686,کراچی: 10 دن میں 90 ڈینگی کیسز سامنے آ گئے,https://jang.com.pk/news/1399377,کراچی میں رواں ماہ ڈینگی کے 90 کیس سامنے آئے ہیں۔ ترجمان محکمۂ صحت سندھ کے مطابق کراچی میں 8 اکتوبر کو ڈینگی کے 10 کیس رپورٹ ہوئے، ضلع وسطی 4، ضلع شرقی 3 اور ضلع جنوبی سے ڈینگی کے 3 کیس رپورٹ ہوئے۔ ڈپٹی کمشنر راولپنڈی نے ضلع بھر میں ڈینگی ایمرجنسی نافذ کر دی۔ رواں سال کراچی میں اب تک ڈینگی کے 1 ہزار 473 کیس رپورٹ ہو چکے ہیں جبکہ رواں سال سندھ میں ڈینگی کے 1 ہزار 709 کیس رپورٹ ہو چکے ہیں۔ ترجمان کا کہنا ہے کہ رواں سال سندھ میں ڈینگی سے ایک شخص کا انتقال بھی ہو چکا ہے۔ دوسری جانب شہر میں چکن گونیا کے کیسز کی شکایات بھی سامنے آ رہی ہیں۔,science-technology
687,فیصل آباد: دو سر والی 10 دن کی بچی کا کامیاب آپریشن,https://jang.com.pk/news/1399074,فیصل آباد کے گورنمنٹ چلڈرن اسپتال میں دو سر والی 10 دن کی بچی کا کامیاب آپریشن ہو گیا۔ اسپتال انتظامیہ کے مطابق غلام محمد آباد کے رہائشی بچی کے پیدائشی طور پر دو دماغ تھے۔ انتظامیہ کا کہنا ہے کہ نیورو سرجن ڈاکٹر فیصل کی سربراہی میں ٹیم نے کامیاب آپریشن کیا۔ اسپین کے ’سینٹ جوآن دی دیو‘ اسپتال میں زیرِ علاج پیدائشی طور پر جسمانی طور پر جڑے ہوئے جڑواں بچوں کا آپریشن کامیاب رہا اور دونوں بچوں کو الگ کرنے کے بعد ڈسچارج کر دیا گیا۔ اس حوالے سے ڈاکٹر فیصل فیروز نے کہا کہ اضافی سر اور دماغ دھڑ سے جڑے سر سے بھی بڑا تھا۔ ڈاکٹر فیصل کا کہنا ہے کہ کامیاب آپریشن کے بعد اضافی سر الگ کر دیا گیا ہے، بچی صحت مند ہے۔,science-technology
688,راولپنڈی: ڈینگی کے خطرناک وائرس کی تشخیص، ایمرجنسی نافذ,https://jang.com.pk/news/1399054,ڈپٹی کمشنر راولپنڈی نے ضلع بھر میں ڈینگی ایمرجنسی نافذ کر دی۔ ڈی سی راولپنڈی کا کہنا ہے کہ ڈینگی ایمرجنسی کے تحت ہنگامی حفاظتی اقدمات اٹھائے جا رہے ہیں۔ انہوں نے کہا کہ محکمۂ صحت ڈینگی کے خاتمے کے لیے ضروری اقدامات کرے، ڈینگی سے زیادہ متاثرہ علاقے چک جلال الدین، کوٹھہ کلاں اور پوٹھوہار ٹاؤن ہیں۔ محکمۂ صحت نے گزشتہ 24 گھنٹوں کے دوران راولپنڈی میں 62 افراد میں ڈینگی وائرس کی تصدیق کی ہے۔ ڈپٹی کمشنر کا کہنا ہے کہ متاثرہ علاقوں میں ہنگامی بنیادوں پر انسدادِ ڈینگی مہم جاری ہے، ڈینگی کے خاتمے کے لیے موبائل ٹیمیں بھی تشکیل دی گئی ہیں۔ ڈی سی راولپنڈی نے یہ بھی کہا ہے کہ راولپنڈی میں ڈینگی کے ڈین ٹو وائرس کی تشخیص ہوئی ہے، ڈین ٹو ڈینگی کا وائرس زیادہ خطرناک ہے۔,science-technology
689,آج لاہور اور کراچی کی فضا مضرِ صحت,https://jang.com.pk/news/1399044,ایئر کوالٹی انڈیکس کے مطابق آج لاہور اور کراچی کی فضا مضرِ صحت ہے۔ لاہور آلودہ ترین شہروں کی فہرست میں چوتھے نمبر پر ہے جس کا ایئر کوالٹی انڈیکس 163 ریکارڈ کیا گیا ہے جبکہ کراچی آلودہ ترین شہروں کی فہرست میں پانچویں نمبر پر ہے جہاں ایئر کوالٹی انڈیکس 155 ہے۔ دنیا کے آلودہ ترین شہروں میں بغداد پہلے نمبر پر ہے جہاں ایئر کوالٹی انڈیکس 215 ریکارڈ کیا گیا ہے۔ پاکستان کے سب سے بڑے شہر کراچی اور صوبہ پنجاب کے دارالخلافہ کا فضائی معیار آج انتہائی خطرناک حد تک مضرِ صحت ہے۔ دوسری جانب محکمہ موسمیات کا کہنا ہے کہ کراچی میں 24 گھنٹے کے دوران موسم گرم اور خشک رہنے کا امکان ہے۔ محکمہ موسمیات کے مطابق شہر میں کم سے کم درجہ حرارت 27.5 ڈگری سینٹی گریڈ ریکارڈ ہوا ہے جبکہ زیادہ سے زیادہ درجہ حرارت 39 ڈگری سینٹی گریڈ تک رہنے کا امکان ہے۔ شہر میں ہوا میں نمی کا تناسب 56 فیصد ہے۔,science-technology
690,بیرونِ ملک سے آیا شہری منکی پاکس کی علامات ظاہر ہونے پر اسپتال منتقل,https://jang.com.pk/news/1398784,کراچی ایئر پورٹ سے ایک شہری کو سندھ انفیکشس ڈیزیز اسپتال منتقل کیا گیا ہے۔ اسپتال ذرائع کے مطابق بیرونِ ملک سے آنے والے شہری میں منکی پاکس کی ممکنہ علامات ہیں۔ اسپتال ذرائع نے بتایا ہے کہ شہری کورنگی کا رہائشی ہے اور اس کی عمر 18 سال ہے۔ ذرائع کے مطابق ایئر پورٹ پر اسکریننگ ٹیسٹ کے بعد شہری میں منکی پاکس کا شبہ ظاہر کیا گیا ہے۔,science-technology
691,کوئٹہ: چین کے تعاون سے خواتین میں حفظانِ صحت کٹس تقسیم,https://jang.com.pk/news/1398769,کوئٹہ میں خواتین میں حفظان صحت کی کٹس تقسیم کرنے کی تقریب منعقد کی گئی۔ حفاظتی کٹس وزارت موسمیاتی تبدیلی اور چین کے تعاون سے پیش کی گئیں۔ وزیرِ اعظم کی کوآرڈینیٹر رومینہ خورشید عالم نے تقریب سے خطاب کرتے ہوئے کہا کہ پسماندہ علاقوں کی خواتین کو صحت و صفائی کے مسائل کا سامنا ہے۔ ان کا کہنا ہے کہ حفظان صحت کی کٹس تقسیم کرنے کا مقصد خواتین کو بااختیار بنانا ہے، یہ اقدام پاک چین اقتصادی راہداری کے تحت جاری تعاون کی عکاسی کرتا ہے۔ وزیراعلیٰ پنجاب مریم نواز نے کہا ہے کہ پنجاب میں سرمایہ کاری کےلیے ساز گار ماحول یقینی بنایا گیا ہے۔ انہوں نے کہا کہ اس پروگرام کا مقصد خطے میں سماجی و اقتصادی حالات بہتر بنانا ہے۔ رومینہ خورشید نے بتایا کہ اس سے پہلے حب اور اوتھل کے اسکولوں کی طالبات میں حفظانِ صحت کی کٹس تقسیم کی ہیں، اسکولوں میں ڈراپ ریٹ کم اور بچیوں کو صحت کے مسائل حل کرنے میں مدد ملے گی۔ اس موقع پر چیئرپرسن سینیٹ قائمہ کمیٹی ثمینہ زہری نے کہا کہ بلوچستان میں حفظانِ صحت اور صفائی کی حالت تشویش ناک ہے، سیوریج سسٹم، صاف پانی، ہاتھ دھونے کے صابن تک عدم رسائی خواتین میں صحت کے مسائل بڑھا رہی ہے۔ ان کا کہنا ہے کہ لڑکیوں اور خواتین کو حفظان صحت اور صفائی کی اہمیت پر خصوصی آگاہی ضروری ہے۔,science-technology
692,پنجاب: ایک اور ڈینگی مریض زندگی کی بازی ہار گیا,https://jang.com.pk/news/1398741,پنجاب میں گزشتہ 24 گھنٹوں کے دوران ڈینگی وائرس سے متاثرہ ایک اور مریض زندگی کی بازی ہار گیا۔ محکمہ پرائمری اینڈ سیکنڈری ہیلتھ کیئر نے پنجاب بھر میں ڈینگی کے اعداد و شمار جاری کر دیے۔ محکمۂ صحت پنجاب کے ترجمان کا کہنا ہے کہ گزشتہ 24 گھنٹوں میں پنجاب بھر میں ڈینگی کے 161 کیسز رپورٹ ہوئے جبکہ ایک اور مریض چل بسا۔ رواں سال اب تک 2 ہزار 724 ڈینگی کے کیسز رپورٹ ہوئے جبکہ ڈینگی سیزن میں 8 ہلاکتیں ہو چکی ہیں۔ گزشتہ 24 گھنٹوں کے دوران راولپنڈی میں 147 اور لاہور میں 5 افراد ڈینگی وائرس سے متاثر ہوئے ہیں۔ اٹک اور بہاولپور میں دو دو، گوجرانوالہ، میانوالی، جہلم، ملتان، رحیم یار خان اور وہاڑی میں ایک ایک ڈینگی کا کیس رپورٹ ہوا۔ محکمۂ صحت نے گزشتہ 24 گھنٹوں کے دوران راولپنڈی میں 62 افراد میں ڈینگی وائرس کی تصدیق کی ہے۔ ادھر راولپنڈی کے اسپتالوں میں زیرِ علاج ڈینگی مریضوں کی مجموعی تعداد 280 ہوگئی جبکہ رواں سیزن میں ڈینگی سے متاثرہ مریضوں کی تعداد 2143 تک پہنچ گئی ہے۔ راولپنڈی میں ڈینگی کے 92 مریض بینظیر بھٹو اسپتال، 95 مریض ہولی فیملی اسپتال، 50 مریض ڈی ایچ کیو اسپتال، 43 مریض فوجی فاؤنڈیشن اسپتال میں زیرِ علاج ہیں۔ اس کے علاوہ ڈینگی کے 74 مریض پوٹھوہار ٹاؤن، 26 مریض میونسپل کارپوریشنز، راولپنڈی کنٹونمنٹ بورڈ میں 25 مریض، پوٹھوہار رولر میں 7 مریض، چکلالہ کینٹ میں 2 مریض، کلر سیداں میں 3 مریض، گوجر خان میں 1 مریض، کوٹلی ستیاں میں 2 مریض، ٹیکسلا اور نواحی علاقوں میں 6 مریض رپورٹ ہوئے ہیں۔,science-technology
693,غزہ: معصوم بچی ٹھنڈ سے بچنے کیلئے فوڈ کینز کو جوتوں کے طور پر استعمال کرنے پر مجبور,https://jang.com.pk/news/1409150,"اسرائیلی فوج کے محاصرے اور بمباری کے باعث غزہ میں لاکھوں افراد بے گھر ہوچکے ہیں، جنہیں کھانے پینے اور طبی سہولتوں کے فقدان کے ساتھ ٹھنڈ کا بھی سامنا کرنا پڑ رہا ہے۔ ایسے میں غزہ میں بے گھر بچی کو سردی سے اپنے پاؤں بچانے کےلیے کھانے کے ڈبوں کو جوتوں کے طور پر استعمال کرنا پڑ رہا ہے، جس کی ویڈیو بھی سوشل میڈیا پر وائرل ہوگئی ہے۔ فلسطینی سوشل میڈیا اکاؤنٹ القدس پر ایک صارف نے ایک ویڈیو شیئر کی ہے، جس میں دیکھا جاسکتا ہے کہ ایک معصوم بچی نے چپل نہ ہونے کے باعث اسٹیل کے ڈبوں کو جوتے کے طور پر استعمال کرنا شروع کردیا ہے۔ بچی نے ڈبوں کے اندر سوراخ کرکے اپنے پاؤں میں پہنے ہوئے ہیں جبکہ ڈوری کے سروں سے اسے ہاتھوں سے پکڑا ہوا ہے، ویڈیو میں یہ بچی گلی میں گھومتی نظر آرہی ہے۔ واضح رہے کہ گزشتہ 24 گھنٹوں میں اسرائیلی حملوں میں 39 فلسطینی شہید اور  123 زخمی ہوگئے ہیں۔ 7 اکتوبر 2023 سے اب تک  غزہ میں صورتحال بدستور سنگین ہے، جہاں  اسرائیلی حملوں میں 43,508 فلسطینی شہید اور 102,684 زخمی ہو چکے ہیں۔",world
